Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 108854 facts in 0.32 s using -9 MB
Using HeadCoverage as pruning metric with minimum threshold 0.5
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.5
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  479  ?a   => ?a  1217  ?b	0.813765182	0.810483871	0.917808219	201	248	219	?b	0.0	0.0	0.0
?a  1121  ?b   => ?a  448  ?b	0.620588235	0.805343511	1	211	262	211	?a	0.0	0.0	0.0
?a  1309  ?b   => ?a  448  ?b	0.708823529	0.739263804	1	241	326	241	?a	0.0	0.0	0.0
?b  1256  ?a   => ?a  1232  ?b	0.816537468	0.81443299	0.901569187	632	776	701	?b	0.0	0.0	0.0
?b  1266  ?a   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?a  1266  ?b   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?b  1215  ?a   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?b  1235  ?a   => ?a  1202  ?b	0.82962963	0.805755396	0.941176471	112	139	119	?b	0.0	0.0	0.0
?b  1181  ?a   => ?a  1205  ?b	0.811881188	0.814569536	0.888086643	246	302	277	?b	0.0	0.0	0.0
?b  1295  ?a   => ?a  1207  ?b	0.857954545	0.838888889	0.909638554	151	180	166	?a	0.0	0.0	0.0
?b  522  ?a   => ?a  999  ?b	0.85	0.840659341	0.927272727	153	182	165	?b	0.0	0.0	0.0
?b  971  ?a   => ?a  971  ?b	0.814814815	0.814814815	0.838983051	198	243	236	?a	0.0	0.0	0.0
?b  510  ?a   => ?a  1200  ?b	0.819960861	0.84305835	0.956621005	419	497	438	?b	0.0	0.0	0.0
?b  1284  ?a   => ?a  969  ?b	0.75	0.78125	0.78125	75	96	96	?a	0.0	0.0	0.0
?a  546  ?b   => ?a  969  ?b	0.81	0.801980198	0.801980198	81	101	101	?a	0.0	0.0	0.0
?a  586  ?b   => ?a  969  ?b	0.77	0.819148936	0.819148936	77	94	94	?a	0.0	0.0	0.0
?b  1086  ?a   => ?a  968  ?b	0.788461538	0.780952381	0.953488372	82	105	86	?b	0.0	0.0	0.0
?b  1283  ?a   => ?a  429  ?b	0.845238095	0.884735202	0.931147541	284	321	305	?a	0.0	0.0	0.0
?a  589  ?b   => ?a  964  ?b	0.760869565	0.833333333	1	105	126	105	?a	0.0	0.0	0.0
?a  1125  ?b   => ?a  964  ?b	0.81884058	0.763513514	1	113	148	113	?a	0.0	0.0	0.0
?b  429  ?a   => ?a  1283  ?b	0.884735202	0.845238095	0.91025641	284	336	312	?b	0.0	0.0	0.0
?a  31  ?b   => ?a  1221  ?b	0.834951456	0.832258065	1	258	310	258	?a	0.0	0.0	0.0
?a  1267  ?b   => ?a  1221  ?b	0.838187702	0.814465409	1	259	318	259	?a	0.0	0.0	0.0
?a  1155  ?b   => ?a  1221  ?b	0.828478964	0.825806452	1	256	310	256	?a	0.0	0.0	0.0
?a  1225  ?b   => ?a  1221  ?b	0.818770227	0.824104235	1	253	307	253	?a	0.0	0.0	0.0
?b  1273  ?a   => ?a  955  ?b	0.789473684	0.807692308	1	105	130	105	?b	0.0	0.0	0.0
?b  1270  ?a   => ?a  997  ?b	0.776119403	0.859504132	0.981132075	104	121	106	?a	0.0	0.0	0.0
?b  1205  ?f  ?a  1215  ?f   => ?a  1181  ?b	0.569536424	0.803738318	0.91005291	172	214	189	?a	0.0	0.0	0.0
?b  1205  ?f  ?a  1266  ?f   => ?a  1181  ?b	0.566225166	0.826086957	0.909574468	171	207	188	?a	0.0	0.0	0.0
?b  1205  ?e  ?e  1215  ?a   => ?a  1181  ?b	0.569536424	0.803738318	0.91005291	172	214	189	?a	0.0	0.0	0.0
?f  1181  ?b  ?a  1266  ?f   => ?a  1181  ?b	0.698675497	1	1	211	211	211	?a	0.0	0.0	0.0
?e  1181  ?b  ?e  1215  ?a   => ?a  1181  ?b	0.708609272	1	1	214	214	214	?a	0.0	0.0	0.0
?e  1181  ?b  ?e  1266  ?a   => ?a  1181  ?b	0.698675497	1	1	211	211	211	?a	0.0	0.0	0.0
?b  1205  ?e  ?e  1266  ?a   => ?a  1181  ?b	0.566225166	0.826086957	0.909574468	171	207	188	?a	0.0	0.0	0.0
?a  1226  ?b  ?b  1276  ?a   => ?a  1173  ?b	0.671428571	0.758064516	0.770491803	94	124	122	?b	0.0	0.0	0.0
?b  1140  ?f  ?a  1172  ?f   => ?a  1172  ?b	0.818181818	1	1	153	153	153	?b	0.0	0.0	0.0
?f  1181  ?b  ?a  1215  ?f   => ?a  1181  ?b	0.708609272	1	1	214	214	214	?a	0.0	0.0	0.0
?f  1140  ?b  ?a  1172  ?f   => ?a  1172  ?b	0.818181818	1	1	153	153	153	?b	0.0	0.0	0.0
?b  1140  ?f  ?f  576  ?a   => ?a  1172  ?b	0.663101604	0.789808917	1	124	157	124	?b	0.0	0.0	0.0
?e  1140  ?b  ?e  576  ?a   => ?a  1172  ?b	0.663101604	0.789808917	1	124	157	124	?b	0.0	0.0	0.0
?e  1163  ?b  ?e  1215  ?a   => ?a  1163  ?b	0.726574501	1	1	473	473	473	?a	0.0	0.0	0.0
?e  1163  ?b  ?e  1266  ?a   => ?a  1163  ?b	0.701996928	1	1	457	457	457	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1267  ?b   => ?a  1155  ?b	0.558064516	0.789954338	1	173	219	173	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1221  ?b   => ?a  1155  ?b	0.548387097	0.779816514	1	170	218	170	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  31  ?b   => ?a  1155  ?b	0.538709677	0.776744186	1	167	215	167	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1155  ?b   => ?a  1155  ?b	0.535483871	0.775700935	1	166	214	166	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1225  ?b   => ?a  1155  ?b	0.529032258	0.784688995	1	164	209	164	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1155  ?b   => ?a  1155  ?b	0.541935484	0.774193548	1	168	217	168	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1267  ?b   => ?a  1155  ?b	0.551612903	0.780821918	1	171	219	171	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1225  ?b   => ?a  1155  ?b	0.525806452	0.787439614	1	163	207	163	?a	0.0	0.0	0.0
?a  488  ?b  ?b  494  ?a   => ?a  1162  ?b	0.719844358	0.852534562	0.902439024	185	217	205	?b	0.0	0.0	0.0
?f  1163  ?b  ?a  1266  ?f   => ?a  1163  ?b	0.701996928	1	1	457	457	457	?a	0.0	0.0	0.0
?b  1281  ?a  ?b  494  ?a   => ?a  1162  ?b	0.680933852	0.837320574	0.897435897	175	209	195	?b	0.0	0.0	0.0
?f  1163  ?b  ?a  1215  ?f   => ?a  1163  ?b	0.726574501	1	1	473	473	473	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1221  ?b   => ?a  1155  ?b	0.54516129	0.771689498	1	169	219	169	?a	0.0	0.0	0.0
?a  1105  ?b  ?b  494  ?a   => ?a  1162  ?b	0.723735409	0.841628959	0.894230769	186	221	208	?b	0.0	0.0	0.0
?b  1281  ?a  ?a  488  ?b   => ?a  1162  ?b	0.684824903	0.850241546	0.907216495	176	207	194	?b	0.0	0.0	0.0
?e  1088  ?a  ?e  31  ?b   => ?a  1155  ?b	0.538709677	0.773148148	1	167	216	167	?a	0.0	0.0	0.0
?b  1119  ?a  ?b  494  ?a   => ?a  1162  ?b	0.700389105	0.841121495	0.895522388	180	214	201	?b	0.0	0.0	0.0
?a  1105  ?b  ?b  1281  ?a   => ?a  1162  ?b	0.700389105	0.769230769	0.9	180	234	200	?b	0.0	0.0	0.0
?f  1140  ?a  ?b  1140  ?f   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?a  1105  ?b  ?b  1119  ?a   => ?a  1162  ?b	0.715953307	0.832579186	0.888888889	184	221	207	?b	0.0	0.0	0.0
?a  1140  ?f  ?b  1140  ?f   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?f  1140  ?b  ?a  1140  ?f   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?b  1119  ?a  ?a  488  ?b   => ?a  1162  ?b	0.688715953	0.842857143	0.898477157	177	210	197	?b	0.0	0.0	0.0
?a  1105  ?b  ?a  488  ?b   => ?a  1162  ?b	0.715953307	0.836363636	0.897560976	184	220	205	?b	0.0	0.0	0.0
?e  1140  ?a  ?e  1140  ?b   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?f  1121  ?b  ?a  1215  ?f   => ?a  1121  ?b	0.709923664	1	1	186	186	186	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  448  ?b   => ?a  1121  ?b	0.580152672	0.615384615	1	152	247	152	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1309  ?b   => ?a  1121  ?b	0.553435115	0.611814346	1	145	237	145	?a	0.0	0.0	0.0
?f  1121  ?b  ?a  1266  ?f   => ?a  1121  ?b	0.698473282	1	1	183	183	183	?a	0.0	0.0	0.0
?a  1266  ?f  ?f  1309  ?b   => ?a  1121  ?b	0.553435115	0.596707819	1	145	243	145	?a	0.0	0.0	0.0
?e  1121  ?b  ?e  1215  ?a   => ?a  1121  ?b	0.709923664	1	1	186	186	186	?a	0.0	0.0	0.0
?e  1121  ?b  ?e  1266  ?a   => ?a  1121  ?b	0.698473282	1	1	183	183	183	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  448  ?b   => ?a  1121  ?b	0.580152672	0.615384615	1	152	247	152	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  448  ?b   => ?a  1121  ?b	0.561068702	0.602459016	1	147	244	147	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1309  ?b   => ?a  1121  ?b	0.553435115	0.611814346	1	145	237	145	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1309  ?b   => ?a  1121  ?b	0.553435115	0.596707819	1	145	243	145	?a	0.0	0.0	0.0
?b  1105  ?a  ?a  1281  ?b   => ?a  1119  ?b	0.703557312	0.760683761	0.903553299	178	234	197	?a	0.0	0.0	0.0
?b  1105  ?a  ?b  1162  ?a   => ?a  1119  ?b	0.727272727	0.832579186	0.893203883	184	221	206	?a	0.0	0.0	0.0
?b  1162  ?a  ?a  1281  ?b   => ?a  1119  ?b	0.671936759	0.825242718	0.899470899	170	206	189	?a	0.0	0.0	0.0
?a  1266  ?f  ?f  448  ?b   => ?a  1121  ?b	0.561068702	0.602459016	1	147	244	147	?a	0.0	0.0	0.0
?a  456  ?b  ?b  494  ?a   => ?a  1105  ?b	0.657534247	0.868778281	0.923076923	192	221	208	?b	0.0	0.0	0.0
?b  1258  ?a  ?b  494  ?a   => ?a  1105  ?b	0.633561644	0.856481481	0.92039801	185	216	201	?b	0.0	0.0	0.0
?a  1162  ?b  ?b  1281  ?a   => ?a  1105  ?b	0.616438356	0.873786408	0.942408377	180	206	191	?b	0.0	0.0	0.0
?a  1162  ?b  ?a  456  ?b   => ?a  1105  ?b	0.633561644	0.876777251	0.925	185	211	200	?b	0.0	0.0	0.0
?b  1258  ?a  ?a  456  ?b   => ?a  1105  ?b	0.630136986	0.872037915	0.924623116	184	211	199	?b	0.0	0.0	0.0
?b  1119  ?a  ?a  456  ?b   => ?a  1105  ?b	0.636986301	0.889952153	0.925373134	186	209	201	?b	0.0	0.0	0.0
?b  1119  ?a  ?a  1162  ?b   => ?a  1105  ?b	0.630136986	0.876190476	0.924623116	184	210	199	?b	0.0	0.0	0.0
?b  1109  ?f  ?a  1215  ?f   => ?a  1135  ?b	0.505364807	0.841071429	0.955375254	471	560	493	?b	0.0	0.0	0.0
?f  1135  ?b  ?a  1215  ?f   => ?a  1135  ?b	0.60193133	1	1	561	561	561	?b	0.0	0.0	0.0
?b  1109  ?f  ?f  1215  ?a   => ?a  1135  ?b	0.505364807	0.841071429	0.955375254	471	560	493	?b	0.0	0.0	0.0
?f  1135  ?b  ?a  1266  ?f   => ?a  1135  ?b	0.571888412	1	1	533	533	533	?b	0.0	0.0	0.0
?e  1135  ?b  ?e  1215  ?a   => ?a  1135  ?b	0.60193133	1	1	561	561	561	?b	0.0	0.0	0.0
?e  1135  ?b  ?e  1266  ?a   => ?a  1135  ?b	0.571888412	1	1	533	533	533	?b	0.0	0.0	0.0
?f  1135  ?a  ?b  1215  ?f   => ?a  1109  ?b	0.515881709	0.839572193	0.965163934	471	561	488	?a	0.0	0.0	0.0
?a  1109  ?f  ?b  1215  ?f   => ?a  1109  ?b	0.613362541	1	1	560	560	560	?a	0.0	0.0	0.0
?a  1109  ?f  ?b  1266  ?f   => ?a  1109  ?b	0.585980285	1	1	535	535	535	?a	0.0	0.0	0.0
?a  1109  ?f  ?f  1215  ?b   => ?a  1109  ?b	0.613362541	1	1	560	560	560	?a	0.0	0.0	0.0
?a  1109  ?f  ?f  1266  ?b   => ?a  1109  ?b	0.585980285	1	1	535	535	535	?a	0.0	0.0	0.0
?e  1135  ?a  ?e  1215  ?b   => ?a  1109  ?b	0.515881709	0.839572193	0.965163934	471	561	488	?a	0.0	0.0	0.0
?f  1140  ?a  ?b  1172  ?f   => ?a  576  ?b	0.645833333	0.810457516	1	124	153	124	?a	0.0	0.0	0.0
?a  1140  ?f  ?b  1172  ?f   => ?a  576  ?b	0.645833333	0.810457516	1	124	153	124	?a	0.0	0.0	0.0
?a  1140  ?f  ?f  576  ?b   => ?a  576  ?b	0.817708333	1	1	157	157	157	?a	0.0	0.0	0.0
?a  1145  ?b  ?b  1284  ?a   => ?a  546  ?b	0.653465347	0.795180723	0.795180723	66	83	83	?a	0.0	0.0	0.0
?a  1140  ?f  ?f  1147  ?b   => ?a  576  ?b	0.625	0.504201681	0.774193548	120	238	155	?a	0.0	0.0	0.0
?e  1140  ?a  ?e  1147  ?b   => ?a  576  ?b	0.625	0.504201681	0.774193548	120	238	155	?a	0.0	0.0	0.0
?e  1140  ?a  ?e  576  ?b   => ?a  576  ?b	0.817708333	1	1	157	157	157	?a	0.0	0.0	0.0
?a  1145  ?b  ?a  586  ?b   => ?a  546  ?b	0.633663366	0.831168831	0.831168831	64	77	77	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1309  ?b   => ?a  1309  ?b	0.726993865	1	1	237	237	237	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  448  ?b   => ?a  1309  ?b	0.542944785	0.71659919	1	177	247	177	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  448  ?b   => ?a  1309  ?b	0.549079755	0.733606557	1	179	244	179	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  448  ?b   => ?a  1309  ?b	0.542944785	0.71659919	1	177	247	177	?a	0.0	0.0	0.0
?a  1266  ?e  ?e  448  ?b   => ?a  1309  ?b	0.549079755	0.733606557	1	179	244	179	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1309  ?b   => ?a  1309  ?b	0.745398773	1	1	243	243	243	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1309  ?b   => ?a  1309  ?b	0.726993865	1	1	237	237	237	?a	0.0	0.0	0.0
?a  1266  ?e  ?e  1309  ?b   => ?a  1309  ?b	0.745398773	1	1	243	243	243	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  904  ?f   => ?a  1097  ?b	0.684615385	0.732510288	0.732510288	178	243	243	?a	0.0	0.0	0.0
?a  904  ?f  ?b  904  ?f   => ?a  1097  ?b	0.719230769	0.742063492	0.742063492	187	252	252	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  904  ?f   => ?a  1097  ?b	0.688461538	0.736625514	0.736625514	179	243	243	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1285  ?b   => ?a  1097  ?b	0.688461538	0.724696356	0.724696356	179	247	247	?a	0.0	0.0	0.0
?b  1266  ?f  ?a  578  ?f   => ?a  578  ?b	0.636363636	1	1	70	70	70	?b	0.0	0.0	0.0
?b  1215  ?f  ?a  578  ?f   => ?a  578  ?b	0.718181818	1	1	79	79	79	?b	0.0	0.0	0.0
?e  1215  ?b  ?a  578  ?e   => ?a  578  ?b	0.718181818	1	1	79	79	79	?b	0.0	0.0	0.0
?e  1266  ?b  ?a  578  ?e   => ?a  578  ?b	0.636363636	1	1	70	70	70	?b	0.0	0.0	0.0
?a  1082  ?b  ?b  576  ?a   => ?a  1062  ?b	0.504504505	0.888888889	1	56	63	56	?a	0.0	0.0	0.0
?b  1140  ?f  ?f  554  ?a   => ?a  1062  ?b	0.522522523	0.725	1	58	80	58	?a	0.0	0.0	0.0
?a  1062  ?f  ?b  1140  ?f   => ?a  1062  ?b	0.720720721	1	1	80	80	80	?a	0.0	0.0	0.0
?a  1082  ?f  ?b  1140  ?f   => ?a  1062  ?b	0.54954955	0.75308642	1	61	81	61	?a	0.0	0.0	0.0
?a  1082  ?b  ?a  1172  ?b   => ?a  1062  ?b	0.522522523	0.84057971	1	58	69	58	?a	0.0	0.0	0.0
?a  1062  ?f  ?f  1140  ?b   => ?a  1062  ?b	0.720720721	1	1	80	80	80	?a	0.0	0.0	0.0
?a  1082  ?f  ?f  1140  ?b   => ?a  1062  ?b	0.54954955	0.75308642	1	61	81	61	?a	0.0	0.0	0.0
?e  1140  ?b  ?e  554  ?a   => ?a  1062  ?b	0.522522523	0.725	1	58	80	58	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1237  ?f   => ?a  1067  ?b	0.596534653	0.816949153	0.866906475	241	295	278	?a	0.0	0.0	0.0
?f  1067  ?b  ?a  1215  ?f   => ?a  1067  ?b	0.742574257	1	1	300	300	300	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1237  ?f   => ?a  1067  ?b	0.596534653	0.816949153	0.866906475	241	295	278	?a	0.0	0.0	0.0
?b  1237  ?f  ?a  1266  ?f   => ?a  1067  ?b	0.537128713	0.818867925	0.882113821	217	265	246	?a	0.0	0.0	0.0
?e  1067  ?b  ?e  1266  ?a   => ?a  1067  ?b	0.683168317	1	1	276	276	276	?a	0.0	0.0	0.0
?e  1067  ?b  ?e  1215  ?a   => ?a  1067  ?b	0.742574257	1	1	300	300	300	?a	0.0	0.0	0.0
?f  1067  ?b  ?a  1266  ?f   => ?a  1067  ?b	0.683168317	1	1	276	276	276	?a	0.0	0.0	0.0
?a  1119  ?b  ?b  456  ?a   => ?a  1281  ?b	0.609489051	0.799043062	0.865284974	167	209	193	?a	0.0	0.0	0.0
?b  1162  ?a  ?b  456  ?a   => ?a  1281  ?b	0.609489051	0.791469194	0.856410256	167	211	195	?a	0.0	0.0	0.0
?b  1162  ?a  ?a  494  ?b   => ?a  1281  ?b	0.638686131	0.802752294	0.857843137	175	218	204	?a	0.0	0.0	0.0
?b  1162  ?a  ?b  488  ?a   => ?a  1281  ?b	0.642335766	0.814814815	0.858536585	176	216	205	?a	0.0	0.0	0.0
?b  488  ?a  ?a  494  ?b   => ?a  1281  ?b	0.649635036	0.820276498	0.86407767	178	217	206	?a	0.0	0.0	0.0
?b  1173  ?a  ?b  1226  ?a   => ?a  1276  ?b	0.626666667	0.831858407	0.831858407	94	113	113	?a	0.0	0.0	0.0
?b  1237  ?f  ?f  1266  ?a   => ?a  1067  ?b	0.537128713	0.818867925	0.882113821	217	265	246	?a	0.0	0.0	0.0
?a  1194  ?b  ?b  29  ?a   => ?a  29  ?b	0.620507	0.833333333	0.843621399	1640	1968	1944	?b	0.0	0.0	0.0
?b  1194  ?a  ?b  29  ?a   => ?a  29  ?b	0.620507	0.834181078	0.844925296	1640	1966	1941	?b	0.0	0.0	0.0
?b  1105  ?a  ?b  456  ?a   => ?a  494  ?b	0.738461538	0.845814978	0.914285714	192	227	210	?a	0.0	0.0	0.0
?a  1119  ?b  ?b  456  ?a   => ?a  494  ?b	0.7	0.870813397	0.919191919	182	209	198	?a	0.0	0.0	0.0
?a  1281  ?b  ?b  456  ?a   => ?a  494  ?b	0.673076923	0.857843137	0.921052632	175	204	190	?a	0.0	0.0	0.0
?b  456  ?a  ?b  488  ?a   => ?a  494  ?b	0.7	0.858490566	0.919191919	182	212	198	?a	0.0	0.0	0.0
?b  1162  ?a  ?b  456  ?a   => ?a  494  ?b	0.7	0.862559242	0.919191919	182	211	198	?a	0.0	0.0	0.0
?a  1258  ?b  ?b  488  ?a   => ?a  494  ?b	0.696153846	0.857819905	0.900497512	181	211	201	?a	0.0	0.0	0.0
?a  1281  ?b  ?b  488  ?a   => ?a  494  ?b	0.684615385	0.859903382	0.917525773	178	207	194	?a	0.0	0.0	0.0
?b  1162  ?a  ?b  488  ?a   => ?a  494  ?b	0.711538462	0.856481481	0.906862745	185	216	204	?a	0.0	0.0	0.0
?b  1162  ?a  ?a  1281  ?b   => ?a  494  ?b	0.673076923	0.849514563	0.911458333	175	206	192	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1267  ?b   => ?a  1267  ?b	0.56918239	0.826484018	1	181	219	181	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1221  ?b   => ?a  1267  ?b	0.56918239	0.830275229	1	181	218	181	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  31  ?b   => ?a  1267  ?b	0.562893082	0.83255814	1	179	215	179	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1225  ?b   => ?a  1267  ?b	0.537735849	0.818181818	1	171	209	171	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1155  ?b   => ?a  1267  ?b	0.553459119	0.811059908	1	176	217	176	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1155  ?b   => ?a  1267  ?b	0.547169811	0.813084112	1	174	214	174	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1267  ?b   => ?a  1267  ?b	0.56918239	0.826484018	1	181	219	181	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1225  ?b   => ?a  1267  ?b	0.531446541	0.816425121	1	169	207	169	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1221  ?b   => ?a  1267  ?b	0.562893082	0.817351598	1	179	219	179	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  31  ?b   => ?a  1267  ?b	0.559748428	0.824074074	1	178	216	178	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1266  ?a  ?b  1266  ?f   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?a  1266  ?f  ?b  1266  ?f   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1215  ?f   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?b  1215  ?f  ?a  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1215  ?f   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1266  ?b   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1266  ?b  ?a  1266  ?f   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1215  ?b  ?e  1266  ?a   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1162  ?b  ?b  494  ?a   => ?a  488  ?b	0.719844358	0.848623853	0.898058252	185	218	206	?b	0.0	0.0	0.0
?e  1215  ?a  ?e  1215  ?b   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1215  ?f   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?b  1281  ?a  ?b  494  ?a   => ?a  488  ?b	0.692607004	0.851674641	0.898989899	178	209	198	?b	0.0	0.0	0.0
?a  1162  ?b  ?b  1281  ?a   => ?a  488  ?b	0.684824903	0.854368932	0.902564103	176	206	195	?b	0.0	0.0	0.0
?a  1105  ?b  ?a  1162  ?b   => ?a  488  ?b	0.715953307	0.832579186	0.893203883	184	221	206	?b	0.0	0.0	0.0
?e  1215  ?a  ?e  1266  ?b   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1266  ?b   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?a  1259  ?f  ?b  414  ?f   => ?a  1259  ?b	1	0.804407713	0.804407713	292	363	363	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1267  ?b   => ?a  31  ?b	0.54516129	0.771689498	1	169	219	169	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1221  ?b   => ?a  31  ?b	0.54516129	0.775229358	1	169	218	169	?a	0.0	0.0	0.0
?a  1259  ?e  ?e  414  ?b   => ?a  1259  ?b	1	0.804407713	0.804407713	292	363	363	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1155  ?b   => ?a  31  ?b	0.532258065	0.771028037	1	165	214	165	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  31  ?b   => ?a  31  ?b	0.525806452	0.758139535	1	163	215	163	?a	0.0	0.0	0.0
?a  1088  ?f  ?f  1225  ?b   => ?a  31  ?b	0.519354839	0.770334928	1	161	209	161	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1155  ?b   => ?a  31  ?b	0.541935484	0.774193548	1	168	217	168	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1267  ?b   => ?a  31  ?b	0.551612903	0.780821918	1	171	219	171	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  1221  ?b   => ?a  31  ?b	0.548387097	0.776255708	1	170	219	170	?a	0.0	0.0	0.0
?e  1088  ?a  ?e  31  ?b   => ?a  31  ?b	0.535483871	0.768518519	1	166	216	166	?a	0.0	0.0	0.0
?b  1105  ?a  ?a  494  ?b   => ?a  1258  ?b	0.728346457	0.837104072	0.925	185	221	200	?a	0.0	0.0	0.0
?b  1215  ?f  ?a  1237  ?f   => ?a  1237  ?b	0.733830846	1	1	295	295	295	?b	0.0	0.0	0.0
?f  1067  ?a  ?b  1215  ?f   => ?a  1237  ?b	0.599502488	0.803333333	0.851590106	241	300	283	?b	0.0	0.0	0.0
?f  1067  ?a  ?b  1266  ?f   => ?a  1237  ?b	0.539800995	0.786231884	0.844357977	217	276	257	?b	0.0	0.0	0.0
?e  1215  ?b  ?a  1237  ?e   => ?a  1237  ?b	0.733830846	1	1	295	295	295	?b	0.0	0.0	0.0
?a  1237  ?f  ?b  1266  ?f   => ?a  1237  ?b	0.65920398	1	1	265	265	265	?b	0.0	0.0	0.0
?e  1067  ?a  ?e  1215  ?b   => ?a  1237  ?b	0.599502488	0.803333333	0.851590106	241	300	283	?b	0.0	0.0	0.0
?a  1215  ?f  ?f  1235  ?b   => ?a  1235  ?b	0.611510791	1	1	85	85	85	?a	0.0	0.0	0.0
?f  1235  ?b  ?a  1266  ?f   => ?a  1235  ?b	0.575539568	1	1	80	80	80	?a	0.0	0.0	0.0
