Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 108854 facts in 0.29 s using -9 MB
Using HeadCoverage as pruning metric with minimum threshold 0.75
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.75
Filtering on PCA confidence with minimum threshold 0.75
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  971  ?a   => ?a  971  ?b	0.814814815	0.814814815	0.838983051	198	243	236	?a	0.0	0.0	0.0
?f  1140  ?b  ?a  1172  ?f   => ?a  1172  ?b	0.818181818	1	1	153	153	153	?b	0.0	0.0	0.0
?b  1140  ?f  ?a  1172  ?f   => ?a  1172  ?b	0.818181818	1	1	153	153	153	?b	0.0	0.0	0.0
?f  1140  ?b  ?a  1140  ?f   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?a  1140  ?f  ?b  1140  ?f   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?e  1140  ?a  ?e  1140  ?b   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?f  1140  ?a  ?b  1140  ?f   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?a  1140  ?f  ?f  576  ?b   => ?a  576  ?b	0.817708333	1	1	157	157	157	?a	0.0	0.0	0.0
?e  1140  ?a  ?e  576  ?b   => ?a  576  ?b	0.817708333	1	1	157	157	157	?a	0.0	0.0	0.0
?b  522  ?a   => ?a  999  ?b	0.85	0.840659341	0.927272727	153	182	165	?b	0.0	0.0	0.0
?a  1259  ?f  ?b  414  ?f   => ?a  1259  ?b	1	0.804407713	0.804407713	292	363	363	?a	0.0	0.0	0.0
?a  1259  ?f  ?f  414  ?b   => ?a  1259  ?b	1	0.804407713	0.804407713	292	363	363	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1215  ?f   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1215  ?f   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1266  ?b  ?a  1266  ?f   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?b  1215  ?f  ?a  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1266  ?b   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1266  ?b   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1266  ?f  ?b  1266  ?f   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?f  1266  ?a  ?b  1266  ?f   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1266  ?f   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1215  ?b   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1215  ?f   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?e  1215  ?b  ?e  1266  ?a   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1215  ?a  ?b  1215  ?f   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?b  1215  ?f  ?f  1266  ?a   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?b  1215  ?f  ?a  1266  ?f   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1215  ?f   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?a  1215  ?f  ?b  1266  ?f   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1266  ?b   => ?a  1266  ?b	0.80952381	1	1	323	323	323	?a	0.0	0.0	0.0
?a  1266  ?f  ?b  1266  ?f   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?a  1215  ?f  ?f  1266  ?b   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1266  ?a  ?b  1266  ?f   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1215  ?b   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?e  1215  ?b  ?e  1266  ?a   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1215  ?b  ?a  1266  ?e   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?e  1215  ?a  ?e  1266  ?b   => ?a  1215  ?b	0.797530864	1	1	323	323	323	?a	0.0	0.0	0.0
?f  1266  ?b  ?a  1266  ?f   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?e  1266  ?a  ?e  1266  ?b   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?f  1215  ?b  ?a  1215  ?f   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
Mining done in 2.16 s
Total time 2.45 s
267 rules mined.
