Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 188238 facts in 0.45 s using -94 MB
Using HeadCoverage as pruning metric with minimum threshold 0.75
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.75
Filtering on PCA confidence with minimum threshold 0.75
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  356  ?a   => ?a  471  ?b	0.81884058	0.84962406	0.84962406	113	133	133	?b	0.0	0.0	0.0
?b  1213  ?a   => ?a  471  ?b	0.833333333	0.845588235	0.845588235	115	136	136	?b	0.0	0.0	0.0
?b  1237  ?a   => ?a  471  ?b	0.797101449	0.839694656	0.839694656	110	131	131	?b	0.0	0.0	0.0
?b  1146  ?a   => ?a  1270  ?b	0.825539568	0.796875	0.927272727	459	576	495	?b	0.0	0.0	0.0
?b  1308  ?a   => ?a  1289  ?b	0.811063218	0.805278174	0.873839009	1129	1402	1292	?a	0.0	0.0	0.0
?b  1131  ?a   => ?a  1242  ?b	0.825814536	0.807598039	0.929478138	659	816	709	?b	0.0	0.0	0.0
?b  599  ?a   => ?a  1241  ?b	0.78	0.8125	1	195	240	195	?a	0.0	0.0	0.0
?b  1240  ?a   => ?a  1240  ?b	0.836820084	0.836820084	0.913242009	200	239	219	?a	0.0	0.0	0.0
?b  1311  ?a   => ?a  460  ?b	0.855932203	0.855932203	1	101	118	101	?b	0.0	0.0	0.0
?b  1247  ?a   => ?a  1269  ?b	0.814958829	0.81983433	0.848333333	3563	4346	4200	?a	0.0	0.0	0.0
?b  471  ?a   => ?a  1237  ?b	0.839694656	0.797101449	0.797101449	110	138	138	?a	0.0	0.0	0.0
?a  1213  ?b   => ?a  1237  ?b	0.824427481	0.794117647	0.794117647	108	136	136	?a	0.0	0.0	0.0
?a  356  ?b   => ?a  1237  ?b	0.809160305	0.796992481	0.796992481	106	133	133	?a	0.0	0.0	0.0
?b  1224  ?a   => ?a  462  ?b	0.833477884	0.806884971	0.829163072	961	1191	1159	?b	0.0	0.0	0.0
?b  1030  ?a   => ?a  1281  ?b	0.793220339	0.782608696	0.838709677	234	299	279	?a	0.0	0.0	0.0
?b  587  ?a   => ?a  459  ?b	0.853448276	0.818181818	0.970588235	99	121	102	?b	0.0	0.0	0.0
?b  1090  ?a   => ?a  1236  ?b	0.838565022	0.802575107	0.994680851	187	233	188	?b	0.0	0.0	0.0
?b  565  ?a   => ?a  1229  ?b	0.763513514	0.773972603	0.911290323	113	146	124	?b	0.0	0.0	0.0
?b  1288  ?a   => ?a  456  ?b	0.813765182	0.851694915	0.939252336	201	236	214	?a	0.0	0.0	0.0
?b  564  ?a   => ?a  1232  ?b	0.820175439	0.846153846	0.888361045	374	442	421	?b	0.0	0.0	0.0
?b  1074  ?a   => ?a  476  ?b	0.829508197	0.803174603	1	253	315	253	?b	0.0	0.0	0.0
?b  1244  ?a   => ?a  1244  ?b	0.809929078	0.809929078	0.832968636	1142	1410	1371	?a	0.0	0.0	0.0
?b  1226  ?a   => ?a  1226  ?b	0.8	0.8	0.888888889	96	120	108	?a	0.0	0.0	0.0
?b  544  ?a   => ?a  1221  ?b	0.827319588	0.8359375	0.879452055	321	384	365	?a	0.0	0.0	0.0
?b  558  ?a   => ?a  1221  ?b	0.809278351	0.837333333	0.88700565	314	375	354	?a	0.0	0.0	0.0
?b  1252  ?a   => ?a  1221  ?b	0.809278351	0.841823056	0.88700565	314	373	354	?a	0.0	0.0	0.0
?a  1020  ?b   => ?a  1221  ?b	0.835051546	0.845953003	0.89010989	324	383	364	?a	0.0	0.0	0.0
?a  1259  ?b   => ?a  1221  ?b	0.822164948	0.839473684	0.886111111	319	380	360	?a	0.0	0.0	0.0
?b  1154  ?a   => ?a  1251  ?b	0.814899062	0.834838334	0.868748105	2866	3433	3299	?a	0.0	0.0	0.0
?b  1208  ?a   => ?a  446  ?b	0.81920904	0.81920904	0.953947368	290	354	304	?a	0.0	0.0	0.0
?b  1200  ?a   => ?a  1220  ?b	0.794	0.830543933	0.949760766	397	478	418	?b	0.0	0.0	0.0
?b  462  ?a   => ?a  1224  ?b	0.806884971	0.833477884	0.858035714	961	1153	1120	?a	0.0	0.0	0.0
?b  471  ?a   => ?a  1213  ?b	0.845588235	0.833333333	0.833333333	115	138	138	?a	0.0	0.0	0.0
?a  356  ?b   => ?a  1213  ?b	0.808823529	0.827067669	0.827067669	110	133	133	?a	0.0	0.0	0.0
?a  1237  ?b   => ?a  1213  ?b	0.794117647	0.824427481	0.824427481	108	131	131	?a	0.0	0.0	0.0
?a  1067  ?b   => ?a  1212  ?b	0.811881188	0.828282828	1	82	99	82	?a	0.0	0.0	0.0
?b  441  ?a   => ?a  441  ?b	0.825396825	0.825396825	0.825396825	468	567	567	?a	0.0	0.0	0.0
?b  1116  ?a   => ?a  1215  ?b	0.798319328	0.828488372	0.969387755	285	344	294	?b	0.0	0.0	0.0
?b  1150  ?a   => ?a  432  ?b	0.830357143	0.781512605	0.794871795	93	119	117	?b	0.0	0.0	0.0
?a  1291  ?b   => ?a  435  ?b	0.831325301	0.809384164	1	276	341	276	?a	0.0	0.0	0.0
?a  1091  ?b   => ?a  435  ?b	0.837349398	0.796561605	1	278	349	278	?a	0.0	0.0	0.0
?a  1155  ?b   => ?a  435  ?b	0.81626506	0.799410029	1	271	339	271	?a	0.0	0.0	0.0
?a  1294  ?b   => ?a  435  ?b	0.819277108	0.8	1	272	340	272	?a	0.0	0.0	0.0
?b  13  ?a   => ?a  448  ?b	0.833943834	0.8150358	0.913101604	683	838	748	?a	0.0	0.0	0.0
?a  1268  ?b   => ?a  1228  ?b	0.822128852	0.823281907	1	587	713	587	?a	0.0	0.0	0.0
?a  1295  ?b   => ?a  1228  ?b	0.820728291	0.827683616	1	586	708	586	?a	0.0	0.0	0.0
?a  1190  ?b   => ?a  1228  ?b	0.81092437	0.814345992	1	579	711	579	?a	0.0	0.0	0.0
?a  1317  ?b   => ?a  1228  ?b	0.808123249	0.813822285	1	577	709	577	?a	0.0	0.0	0.0
?b  1286  ?a   => ?a  1206  ?b	0.823529412	0.815533981	0.865979381	84	103	97	?b	0.0	0.0	0.0
?b  545  ?a   => ?a  1202  ?b	0.83	0.76146789	0.93258427	83	109	89	?a	0.0	0.0	0.0
?b  573  ?a   => ?a  408  ?b	0.836538462	0.783783784	1	87	111	87	?a	0.0	0.0	0.0
?b  1324  ?a   => ?a  1216  ?b	0.835408022	0.825700615	0.879184862	1208	1463	1374	?a	0.0	0.0	0.0
?b  556  ?a   => ?a  1211  ?b	0.833667335	0.80776699	0.906318083	416	515	459	?b	0.0	0.0	0.0
?b  1128  ?a   => ?a  1218  ?b	0.824375214	0.822966507	0.833506404	2408	2926	2889	?a	0.0	0.0	0.0
?b  1220  ?a   => ?a  1200  ?b	0.830543933	0.794	0.931924883	397	500	426	?a	0.0	0.0	0.0
?b  984  ?a   => ?a  984  ?b	0.793650794	0.793650794	0.81300813	100	126	123	?b	0.0	0.0	0.0
?b  1253  ?a   => ?a  990  ?b	0.851428571	0.827777778	0.881656805	149	180	169	?b	0.0	0.0	0.0
?b  1310  ?a   => ?a  429  ?b	0.813852814	0.806866953	1	376	466	376	?a	0.0	0.0	0.0
?b  429  ?a   => ?a  429  ?b	1	1	1	462	462	462	?a	0.0	0.0	0.0
?a  1310  ?b   => ?a  429  ?b	0.813852814	0.806866953	1	376	466	376	?a	0.0	0.0	0.0
?b  575  ?a   => ?a  980  ?b	0.837912088	0.806878307	0.842541436	305	378	362	?a	0.0	0.0	0.0
?b  446  ?a   => ?a  1208  ?b	0.81920904	0.81920904	0.960264901	290	354	302	?b	0.0	0.0	0.0
?b  1275  ?a   => ?a  951  ?b	0.821782178	0.81372549	0.834170854	166	204	199	?a	0.0	0.0	0.0
?b  983  ?a   => ?a  1204  ?b	0.825443787	0.809869376	0.97382199	558	689	573	?a	0.0	0.0	0.0
?b  1204  ?a   => ?a  983  ?b	0.809869376	0.825443787	0.975524476	558	676	572	?b	0.0	0.0	0.0
?a  1194  ?f  ?b  1272  ?f   => ?a  1194  ?b	0.79338843	1	1	96	96	96	?b	0.0	0.0	0.0
?a  1194  ?e  ?e  1272  ?b   => ?a  1194  ?b	0.79338843	1	1	96	96	96	?b	0.0	0.0	0.0
?b  1269  ?a   => ?a  1247  ?b	0.81983433	0.814958829	0.843713	3563	4372	4223	?b	0.0	0.0	0.0
?f  1170  ?b  ?a  1310  ?f   => ?a  1170  ?b	0.750642674	1	1	292	292	292	?a	0.0	0.0	0.0
?e  1170  ?b  ?e  1310  ?a   => ?a  1170  ?b	0.750642674	1	1	292	292	292	?a	0.0	0.0	0.0
?b  1310  ?f  ?a  573  ?f   => ?a  573  ?b	0.783783784	1	1	87	87	87	?b	0.0	0.0	0.0
?e  1310  ?b  ?a  573  ?e   => ?a  573  ?b	0.783783784	1	1	87	87	87	?b	0.0	0.0	0.0
?f  1310  ?a  ?b  1310  ?f   => ?a  1310  ?b	1	1	1	466	466	466	?a	0.0	0.0	0.0
?b  1310  ?f  ?f  429  ?a   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?a  1310  ?f  ?b  1310  ?f   => ?a  1310  ?b	1	1	1	466	466	466	?a	0.0	0.0	0.0
?f  429  ?a  ?b  429  ?f   => ?a  1310  ?b	0.806866953	0.813852814	1	376	462	376	?a	0.0	0.0	0.0
?b  1310  ?f  ?a  429  ?f   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?a  1310  ?f  ?b  429  ?f   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?a  429  ?f  ?b  429  ?f   => ?a  1310  ?b	0.806866953	0.813852814	1	376	462	376	?a	0.0	0.0	0.0
?f  429  ?b  ?a  429  ?f   => ?a  1310  ?b	0.806866953	0.813852814	1	376	462	376	?a	0.0	0.0	0.0
?e  1310  ?a  ?e  1310  ?b   => ?a  1310  ?b	1	1	1	466	466	466	?a	0.0	0.0	0.0
?e  1310  ?b  ?a  1310  ?e   => ?a  1310  ?b	1	1	1	466	466	466	?a	0.0	0.0	0.0
?e  1310  ?b  ?e  429  ?a   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?a  1310  ?f  ?f  429  ?b   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?e  1310  ?a  ?e  429  ?b   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?e  429  ?a  ?e  429  ?b   => ?a  1310  ?b	0.806866953	0.813852814	1	376	462	376	?a	0.0	0.0	0.0
?f  1028  ?b  ?a  1272  ?f   => ?a  1028  ?b	0.825531915	1	1	194	194	194	?a	0.0	0.0	0.0
?e  1028  ?b  ?e  1272  ?a   => ?a  1028  ?b	0.825531915	1	1	194	194	194	?a	0.0	0.0	0.0
?f  1310  ?b  ?a  429  ?f   => ?a  1310  ?b	0.806866953	1	1	376	376	376	?a	0.0	0.0	0.0
?f  1272  ?a  ?b  1272  ?f   => ?a  1272  ?b	1	1	1	418	418	418	?a	0.0	0.0	0.0
?a  1272  ?f  ?b  1272  ?f   => ?a  1272  ?b	1	1	1	418	418	418	?a	0.0	0.0	0.0
?f  1272  ?b  ?a  1272  ?f   => ?a  1272  ?b	1	1	1	418	418	418	?a	0.0	0.0	0.0
?e  1272  ?a  ?e  1272  ?b   => ?a  1272  ?b	1	1	1	418	418	418	?a	0.0	0.0	0.0
?a  1266  ?f  ?b  1272  ?f   => ?a  1266  ?b	0.835497835	1	1	193	193	193	?b	0.0	0.0	0.0
?a  1266  ?f  ?f  1272  ?b   => ?a  1266  ?b	0.835497835	1	1	193	193	193	?b	0.0	0.0	0.0
?a  1272  ?f  ?f  479  ?b   => ?a  479  ?b	0.769230769	1	1	90	90	90	?a	0.0	0.0	0.0
?e  1272  ?a  ?e  479  ?b   => ?a  479  ?b	0.769230769	1	1	90	90	90	?a	0.0	0.0	0.0
?a  474  ?f  ?f  846  ?b   => ?a  474  ?b	1	0.8	0.8	344	430	430	?a	0.0	0.0	0.0
?a  474  ?f  ?b  846  ?f   => ?a  474  ?b	1	0.801864802	0.801864802	344	429	429	?a	0.0	0.0	0.0
?a  1310  ?f  ?f  408  ?b   => ?a  408  ?b	0.75	1	1	78	78	78	?a	0.0	0.0	0.0
?e  1310  ?a  ?e  408  ?b   => ?a  408  ?b	0.75	1	1	78	78	78	?a	0.0	0.0	0.0
?f  1310  ?a  ?b  1310  ?f   => ?a  429  ?b	0.813852814	0.806866953	1	376	466	376	?a	0.0	0.0	0.0
?b  1310  ?f  ?f  429  ?a   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
?a  1310  ?f  ?b  1310  ?f   => ?a  429  ?b	0.813852814	0.806866953	1	376	466	376	?a	0.0	0.0	0.0
?b  1310  ?f  ?a  429  ?f   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
?f  1310  ?b  ?a  1310  ?f   => ?a  429  ?b	0.813852814	0.806866953	1	376	466	376	?a	0.0	0.0	0.0
?a  1310  ?f  ?f  429  ?b   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
?a  1310  ?f  ?b  429  ?f   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
?f  429  ?b  ?a  429  ?f   => ?a  429  ?b	1	1	1	462	462	462	?a	0.0	0.0	0.0
?f  1310  ?b  ?a  429  ?f   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
?a  429  ?f  ?b  429  ?f   => ?a  429  ?b	1	1	1	462	462	462	?a	0.0	0.0	0.0
?f  429  ?a  ?b  429  ?f   => ?a  429  ?b	1	1	1	462	462	462	?a	0.0	0.0	0.0
?e  429  ?a  ?e  429  ?b   => ?a  429  ?b	1	1	1	462	462	462	?a	0.0	0.0	0.0
?e  1310  ?a  ?e  429  ?b   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
?e  1310  ?a  ?e  1310  ?b   => ?a  429  ?b	0.813852814	0.806866953	1	376	466	376	?a	0.0	0.0	0.0
?e  1310  ?b  ?e  429  ?a   => ?a  429  ?b	0.813852814	1	1	376	376	376	?a	0.0	0.0	0.0
Mining done in 3.01 s
Total time 3.46 s
341 rules mined.
