Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 170672 facts in 0.62 s using -75 MB
Using HeadCoverage as pruning metric with minimum threshold 0.5
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.5
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  1209  ?b   => ?a  441  ?b	0.693002257	0.83423913	0.900293255	307	368	341	?b	0.0	0.0	0.0
?a  1214  ?b   => ?a  441  ?b	0.688487585	0.822102426	0.889212828	305	371	343	?b	0.0	0.0	0.0
?a  598  ?b   => ?a  441  ?b	0.677200903	0.819672131	0.884955752	300	366	339	?b	0.0	0.0	0.0
?b  1179  ?a   => ?a  1214  ?b	0.849056604	0.68329718	0.875	315	461	360	?b	0.0	0.0	0.0
?b  1323  ?a   => ?a  1214  ?b	0.819407008	0.823848238	0.863636364	304	369	352	?b	0.0	0.0	0.0
?b  512  ?a   => ?a  1214  ?b	0.832884097	0.837398374	0.877840909	309	369	352	?b	0.0	0.0	0.0
?a  441  ?b   => ?a  1214  ?b	0.822102426	0.688487585	0.871428571	305	443	350	?b	0.0	0.0	0.0
?a  598  ?b   => ?a  1214  ?b	0.835579515	0.846994536	0.883190883	310	366	351	?b	0.0	0.0	0.0
?a  1209  ?b   => ?a  1214  ?b	0.827493261	0.83423913	0.877142857	307	368	350	?b	0.0	0.0	0.0
?b  1200  ?a   => ?a  1214  ?b	0.81671159	0.825613079	0.868194842	303	367	349	?b	0.0	0.0	0.0
?b  546  ?a   => ?a  1211  ?b	0.822368421	0.778816199	0.811688312	250	321	308	?b	0.0	0.0	0.0
?b  1174  ?a   => ?a  1213  ?b	0.778008299	0.784518828	0.932835821	375	478	402	?a	0.0	0.0	0.0
?b  435  ?a   => ?a  435  ?b	0.835616438	0.835616438	0.84137931	122	146	145	?a	0.0	0.0	0.0
?b  503  ?a   => ?a  432  ?b	0.800947867	0.80861244	0.832512315	169	209	203	?a	0.0	0.0	0.0
?b  518  ?a   => ?a  1208  ?b	0.779116466	0.760784314	0.923809524	194	255	210	?a	0.0	0.0	0.0
?b  1075  ?a   => ?a  1210  ?b	0.82912844	0.836805556	0.888206388	723	864	814	?b	0.0	0.0	0.0
?b  1178  ?a   => ?a  1202  ?b	0.840236686	0.87654321	0.898734177	142	162	158	?b	0.0	0.0	0.0
?b  1216  ?a   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?b  1251  ?a   => ?a  1201  ?b	0.822335025	0.801980198	0.895027624	162	202	181	?b	0.0	0.0	0.0
?b  1218  ?a   => ?a  1218  ?b	0.815884477	0.815884477	0.837657524	1130	1385	1349	?b	0.0	0.0	0.0
?b  1180  ?a   => ?a  27  ?b	0.817310815	0.820374898	0.834244986	5033	6135	6033	?b	0.0	0.0	0.0
?b  1062  ?a   => ?a  427  ?b	0.86440678	0.803149606	0.816	102	127	125	?b	0.0	0.0	0.0
?b  1179  ?a   => ?a  1209  ?b	0.861413043	0.687635575	0.873278237	317	461	363	?b	0.0	0.0	0.0
?b  1323  ?a   => ?a  1209  ?b	0.842391304	0.840108401	0.880681818	310	369	352	?b	0.0	0.0	0.0
?b  512  ?a   => ?a  1209  ?b	0.823369565	0.821138211	0.860795455	303	369	352	?b	0.0	0.0	0.0
?a  441  ?b   => ?a  1209  ?b	0.83423913	0.693002257	0.877142857	307	443	350	?b	0.0	0.0	0.0
?b  1200  ?a   => ?a  1209  ?b	0.823369565	0.825613079	0.860795455	303	367	352	?b	0.0	0.0	0.0
?a  1214  ?b   => ?a  1209  ?b	0.83423913	0.827493261	0.872159091	307	371	352	?b	0.0	0.0	0.0
?a  598  ?b   => ?a  1209  ?b	0.817934783	0.822404372	0.862464183	301	366	349	?b	0.0	0.0	0.0
?b  534  ?a   => ?a  429  ?b	0.813043478	0.834821429	0.912195122	187	224	205	?a	0.0	0.0	0.0
?b  494  ?a   => ?a  410  ?b	0.831775701	0.794642857	0.847619048	89	112	105	?a	0.0	0.0	0.0
?b  589  ?a   => ?a  414  ?b	0.79338843	0.71641791	0.755905512	96	134	127	?a	0.0	0.0	0.0
?b  468  ?a   => ?a  996  ?b	0.837037037	0.743421053	0.81884058	113	152	138	?a	0.0	0.0	0.0
?b  31  ?a   => ?a  999  ?b	0.863247863	0.795275591	0.971153846	101	127	104	?b	0.0	0.0	0.0
?b  454  ?a   => ?a  972  ?b	0.798076923	0.855670103	0.988095238	83	97	84	?b	0.0	0.0	0.0
?b  576  ?a   => ?a  406  ?b	0.874074074	0.887218045	0.921875	118	133	128	?b	0.0	0.0	0.0
?b  1239  ?a   => ?a  969  ?b	0.838095238	0.862745098	0.946236559	88	102	93	?b	0.0	0.0	0.0
?a  1145  ?b  ?b  537  ?a   => ?a  1187  ?b	0.637254902	0.8125	0.844155844	65	80	77	?b	0.0	0.0	0.0
?a  1145  ?b  ?b  488  ?a   => ?a  1187  ?b	0.696078431	0.825581395	0.845238095	71	86	84	?b	0.0	0.0	0.0
?b  1310  ?a   => ?a  1220  ?b	0.850340136	0.762195122	0.905797101	125	164	138	?b	0.0	0.0	0.0
?b  1184  ?a   => ?a  1230  ?b	0.786018755	0.812334802	0.836660617	922	1135	1102	?b	0.0	0.0	0.0
?b  488  ?a  ?a  921  ?b   => ?a  1187  ?b	0.617647059	0.818181818	0.84	63	77	75	?b	0.0	0.0	0.0
?b  488  ?a  ?b  537  ?a   => ?a  1187  ?b	0.617647059	0.851351351	0.851351351	63	74	74	?b	0.0	0.0	0.0
?b  1214  ?a   => ?a  1200  ?b	0.825613079	0.81671159	0.868194842	303	371	349	?a	0.0	0.0	0.0
?b  441  ?a   => ?a  1200  ?b	0.822888283	0.681715576	0.870317003	302	443	347	?a	0.0	0.0	0.0
?b  1209  ?a   => ?a  1200  ?b	0.825613079	0.823369565	0.865714286	303	368	350	?a	0.0	0.0	0.0
?b  598  ?a   => ?a  1200  ?b	0.822888283	0.825136612	0.875362319	302	366	345	?a	0.0	0.0	0.0
?a  512  ?b   => ?a  1200  ?b	0.833787466	0.829268293	0.874285714	306	369	350	?a	0.0	0.0	0.0
?a  1179  ?b   => ?a  1200  ?b	0.861035422	0.685466377	0.877777778	316	461	360	?a	0.0	0.0	0.0
?a  1323  ?b   => ?a  1200  ?b	0.80653951	0.802168022	0.855491329	296	369	346	?a	0.0	0.0	0.0
?b  1150  ?a   => ?a  1262  ?b	0.825688073	0.81369863	0.845431255	2970	3650	3513	?a	0.0	0.0	0.0
?b  1144  ?f  ?f  1216  ?a   => ?a  1186  ?b	0.68442623	0.795238095	1	167	210	167	?a	0.0	0.0	0.0
?b  1144  ?f  ?a  1216  ?f   => ?a  1186  ?b	0.68442623	0.795238095	1	167	210	167	?a	0.0	0.0	0.0
?e  1186  ?b  ?e  1216  ?a   => ?a  1186  ?b	0.836065574	1	1	204	204	204	?a	0.0	0.0	0.0
?b  1230  ?f  ?a  1290  ?f   => ?a  1184  ?b	0.585903084	0.77596266	0.79736211	665	857	834	?a	0.0	0.0	0.0
?b  1230  ?f  ?a  1285  ?f   => ?a  1184  ?b	0.548017621	0.779448622	0.799485861	622	798	778	?a	0.0	0.0	0.0
?f  1186  ?b  ?a  1216  ?f   => ?a  1186  ?b	0.836065574	1	1	204	204	204	?a	0.0	0.0	0.0
?f  1184  ?b  ?a  1285  ?f   => ?a  1184  ?b	0.67753304	1	1	769	769	769	?a	0.0	0.0	0.0
?b  1230  ?f  ?f  1290  ?a   => ?a  1184  ?b	0.585903084	0.77596266	0.79736211	665	857	834	?a	0.0	0.0	0.0
?e  1184  ?b  ?e  1290  ?a   => ?a  1184  ?b	0.720704846	1	1	818	818	818	?a	0.0	0.0	0.0
?e  1184  ?b  ?e  1285  ?a   => ?a  1184  ?b	0.67753304	1	1	769	769	769	?a	0.0	0.0	0.0
?f  1184  ?b  ?a  1290  ?f   => ?a  1184  ?b	0.720704846	1	1	818	818	818	?a	0.0	0.0	0.0
?b  1230  ?f  ?f  1285  ?a   => ?a  1184  ?b	0.548017621	0.779448622	0.799485861	622	798	778	?a	0.0	0.0	0.0
?b  1209  ?a  ?a  1323  ?b   => ?a  1179  ?b	0.585683297	0.870967742	0.906040268	270	310	298	?a	0.0	0.0	0.0
?a  1200  ?b  ?b  1209  ?a   => ?a  1179  ?b	0.570498915	0.867986799	0.906896552	263	303	290	?a	0.0	0.0	0.0
?b  1214  ?a  ?a  1323  ?b   => ?a  1179  ?b	0.570498915	0.865131579	0.906896552	263	304	290	?a	0.0	0.0	0.0
?b  1209  ?a  ?b  598  ?a   => ?a  1179  ?b	0.561822126	0.860465116	0.902439024	259	301	287	?a	0.0	0.0	0.0
?b  1214  ?a  ?b  598  ?a   => ?a  1179  ?b	0.572668113	0.851612903	0.901023891	264	310	293	?a	0.0	0.0	0.0
?a  1323  ?b  ?b  598  ?a   => ?a  1179  ?b	0.561822126	0.863333333	0.902439024	259	300	287	?a	0.0	0.0	0.0
?b  1209  ?a  ?b  1214  ?a   => ?a  1179  ?b	0.570498915	0.856677524	0.903780069	263	307	291	?a	0.0	0.0	0.0
?a  1200  ?b  ?b  441  ?a   => ?a  1179  ?b	0.570498915	0.870860927	0.910034602	263	302	289	?a	0.0	0.0	0.0
?a  1200  ?b  ?a  1323  ?b   => ?a  1179  ?b	0.563991323	0.878378378	0.909090909	260	296	286	?a	0.0	0.0	0.0
?a  1187  ?b  ?b  537  ?a   => ?a  1145  ?b	0.619047619	0.833333333	0.833333333	65	78	78	?b	0.0	0.0	0.0
?a  1187  ?b  ?b  488  ?a   => ?a  1145  ?b	0.676190476	0.855421687	0.855421687	71	83	83	?b	0.0	0.0	0.0
?b  537  ?a  ?a  921  ?b   => ?a  1145  ?b	0.59047619	0.826666667	0.826666667	62	75	75	?b	0.0	0.0	0.0
?a  1234  ?b  ?b  537  ?a   => ?a  1145  ?b	0.619047619	0.833333333	0.833333333	65	78	78	?b	0.0	0.0	0.0
?a  1148  ?f  ?b  1285  ?f   => ?a  1148  ?b	0.666666667	1	1	392	392	392	?b	0.0	0.0	0.0
?b  488  ?a  ?b  537  ?a   => ?a  1145  ?b	0.619047619	0.878378378	0.878378378	65	74	74	?b	0.0	0.0	0.0
?a  1148  ?f  ?b  1290  ?f   => ?a  1148  ?b	0.714285714	1	1	420	420	420	?b	0.0	0.0	0.0
?a  1148  ?e  ?e  1285  ?b   => ?a  1148  ?b	0.666666667	1	1	392	392	392	?b	0.0	0.0	0.0
?e  1111  ?a  ?e  1285  ?b   => ?a  1148  ?b	0.542517007	0.81377551	0.859838275	319	392	371	?b	0.0	0.0	0.0
?f  1111  ?a  ?b  1285  ?f   => ?a  1148  ?b	0.542517007	0.81377551	0.859838275	319	392	371	?b	0.0	0.0	0.0
?a  1148  ?e  ?e  1290  ?b   => ?a  1148  ?b	0.714285714	1	1	420	420	420	?b	0.0	0.0	0.0
?e  1111  ?a  ?e  1290  ?b   => ?a  1148  ?b	0.585034014	0.798143852	0.841075795	344	431	409	?b	0.0	0.0	0.0
?f  1111  ?a  ?b  1290  ?f   => ?a  1148  ?b	0.585034014	0.798143852	0.841075795	344	431	409	?b	0.0	0.0	0.0
?f  1186  ?a  ?b  1216  ?f   => ?a  1144  ?b	0.65234375	0.818627451	1	167	204	167	?b	0.0	0.0	0.0
?e  1186  ?a  ?e  1216  ?b   => ?a  1144  ?b	0.65234375	0.818627451	1	167	204	167	?b	0.0	0.0	0.0
?e  1218  ?b  ?e  17  ?a   => ?a  1125  ?b	0.507731959	0.66779661	0.743396226	197	295	265	?b	0.0	0.0	0.0
?a  1124  ?f  ?b  1285  ?f   => ?a  1124  ?b	0.595290252	1	1	1087	1087	1087	?a	0.0	0.0	0.0
?a  1144  ?f  ?f  1216  ?b   => ?a  1144  ?b	0.8203125	1	1	210	210	210	?b	0.0	0.0	0.0
?f  1245  ?a  ?b  1290  ?f   => ?a  1124  ?b	0.519715225	0.802876481	0.908133971	949	1182	1045	?a	0.0	0.0	0.0
?a  1124  ?f  ?b  1290  ?f   => ?a  1124  ?b	0.652245345	1	1	1191	1191	1191	?a	0.0	0.0	0.0
?a  1124  ?f  ?f  1290  ?b   => ?a  1124  ?b	0.652245345	1	1	1191	1191	1191	?a	0.0	0.0	0.0
?a  1124  ?f  ?f  1285  ?b   => ?a  1124  ?b	0.595290252	1	1	1087	1087	1087	?a	0.0	0.0	0.0
?a  1144  ?f  ?b  1216  ?f   => ?a  1144  ?b	0.8203125	1	1	210	210	210	?b	0.0	0.0	0.0
?f  1111  ?b  ?a  1290  ?f   => ?a  1111  ?b	0.723154362	1	1	431	431	431	?a	0.0	0.0	0.0
?b  1148  ?f  ?a  1290  ?f   => ?a  1111  ?b	0.577181208	0.819047619	0.884318766	344	420	389	?a	0.0	0.0	0.0
?f  1111  ?b  ?a  1285  ?f   => ?a  1111  ?b	0.657718121	1	1	392	392	392	?a	0.0	0.0	0.0
?b  1148  ?f  ?a  1285  ?f   => ?a  1111  ?b	0.535234899	0.81377551	0.88121547	319	392	362	?a	0.0	0.0	0.0
?e  1111  ?b  ?e  1290  ?a   => ?a  1111  ?b	0.723154362	1	1	431	431	431	?a	0.0	0.0	0.0
?e  1111  ?b  ?e  1285  ?a   => ?a  1111  ?b	0.657718121	1	1	392	392	392	?a	0.0	0.0	0.0
?b  1148  ?e  ?e  1285  ?a   => ?a  1111  ?b	0.535234899	0.81377551	0.88121547	319	392	362	?a	0.0	0.0	0.0
?b  1148  ?e  ?e  1290  ?a   => ?a  1111  ?b	0.577181208	0.819047619	0.884318766	344	420	389	?a	0.0	0.0	0.0
?b  1285  ?f  ?f  539  ?a   => ?a  304  ?b	0.701923077	0.820224719	1	73	89	73	?b	0.0	0.0	0.0
?b  1285  ?f  ?a  304  ?f   => ?a  304  ?b	0.769230769	1	1	80	80	80	?b	0.0	0.0	0.0
?b  1290  ?f  ?f  539  ?a   => ?a  304  ?b	0.634615385	0.75862069	1	66	87	66	?b	0.0	0.0	0.0
?b  1290  ?f  ?a  304  ?f   => ?a  304  ?b	0.730769231	1	1	76	76	76	?b	0.0	0.0	0.0
?e  1285  ?b  ?a  304  ?e   => ?a  304  ?b	0.769230769	1	1	80	80	80	?b	0.0	0.0	0.0
?e  1290  ?b  ?e  539  ?a   => ?a  304  ?b	0.634615385	0.75862069	1	66	87	66	?b	0.0	0.0	0.0
?e  1290  ?b  ?a  304  ?e   => ?a  304  ?b	0.730769231	1	1	76	76	76	?b	0.0	0.0	0.0
?e  1285  ?b  ?e  539  ?a   => ?a  304  ?b	0.701923077	0.820224719	1	73	89	73	?b	0.0	0.0	0.0
?a  1214  ?b  ?b  512  ?a   => ?a  598  ?b	0.710382514	0.841423948	0.89347079	260	309	291	?b	0.0	0.0	0.0
?a  441  ?b  ?b  512  ?a   => ?a  598  ?b	0.691256831	0.829508197	0.887719298	253	305	285	?b	0.0	0.0	0.0
?a  1209  ?b  ?b  512  ?a   => ?a  598  ?b	0.68579235	0.828382838	0.890070922	251	303	282	?b	0.0	0.0	0.0
?b  1179  ?a  ?b  512  ?a   => ?a  598  ?b	0.702185792	0.821086262	0.883161512	257	313	291	?b	0.0	0.0	0.0
?b  1200  ?a  ?b  512  ?a   => ?a  598  ?b	0.693989071	0.830065359	0.885017422	254	306	287	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  1214  ?b   => ?a  598  ?b	0.721311475	0.838095238	0.891891892	264	315	296	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  1209  ?b   => ?a  598  ?b	0.707650273	0.8170347	0.877966102	259	317	295	?b	0.0	0.0	0.0
?b  1179  ?a  ?a  441  ?b   => ?a  598  ?b	0.702185792	0.672774869	0.880136986	257	382	292	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  1209  ?b   => ?a  598  ?b	0.683060109	0.825082508	0.877192982	250	303	285	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  1214  ?b   => ?a  598  ?b	0.693989071	0.838283828	0.888111888	254	303	286	?b	0.0	0.0	0.0
?b  1200  ?a  ?a  441  ?b   => ?a  598  ?b	0.677595628	0.821192053	0.876325088	248	302	283	?b	0.0	0.0	0.0
?a  1214  ?b  ?b  1323  ?a   => ?a  598  ?b	0.691256831	0.832236842	0.884615385	253	304	286	?b	0.0	0.0	0.0
?e  1245  ?a  ?e  1290  ?b   => ?a  1124  ?b	0.519715225	0.802876481	0.908133971	949	1182	1045	?a	0.0	0.0	0.0
?a  1209  ?b  ?a  441  ?b   => ?a  598  ?b	0.68579235	0.817589577	0.87456446	251	307	287	?b	0.0	0.0	0.0
?b  1159  ?a  ?b  19  ?a   => ?a  1159  ?b	0.61254085	0.824807481	0.833055556	2999	3636	3600	?a	0.0	0.0	0.0
?a  1179  ?b  ?b  1209  ?a   => ?a  1323  ?b	0.731707317	0.851735016	0.888157895	270	317	304	?a	0.0	0.0	0.0
?b  1209  ?a  ?b  441  ?a   => ?a  1323  ?b	0.704607046	0.846905537	0.884353741	260	307	294	?a	0.0	0.0	0.0
?b  1209  ?a  ?b  598  ?a   => ?a  1323  ?b	0.685636856	0.840531561	0.884615385	253	301	286	?a	0.0	0.0	0.0
?e  1311  ?b  ?e  275  ?a   => ?a  1311  ?b	1	0.7799511	0.7799511	319	409	409	?b	0.0	0.0	0.0
?e  1311  ?b  ?a  275  ?e   => ?a  1311  ?b	1	0.77804878	0.77804878	319	410	410	?b	0.0	0.0	0.0
?b  1144  ?a  ?a  1196  ?b   => ?a  571  ?b	0.533333333	0.833333333	1	80	96	80	?b	0.0	0.0	0.0
?a  1186  ?b  ?a  1196  ?b   => ?a  571  ?b	0.553333333	0.805825243	1	83	103	83	?b	0.0	0.0	0.0
?a  1216  ?f  ?f  571  ?b   => ?a  571  ?b	0.7	1	1	105	105	105	?b	0.0	0.0	0.0
?e  1216  ?a  ?e  571  ?b   => ?a  571  ?b	0.7	1	1	105	105	105	?b	0.0	0.0	0.0
?f  1196  ?b  ?a  1216  ?f   => ?a  571  ?b	0.546666667	0.706896552	1	82	116	82	?b	0.0	0.0	0.0
?e  1196  ?b  ?e  1216  ?a   => ?a  571  ?b	0.546666667	0.706896552	1	82	116	82	?b	0.0	0.0	0.0
?a  1290  ?f  ?f  539  ?b   => ?a  539  ?b	0.763157895	1	1	87	87	87	?a	0.0	0.0	0.0
?a  1290  ?f  ?b  304  ?f   => ?a  539  ?b	0.578947368	0.868421053	0.985074627	66	76	67	?a	0.0	0.0	0.0
?a  1285  ?f  ?f  539  ?b   => ?a  539  ?b	0.780701754	1	1	89	89	89	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  304  ?f   => ?a  539  ?b	0.640350877	0.9125	1	73	80	73	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  304  ?f   => ?a  539  ?b	0.640350877	0.9125	1	73	80	73	?a	0.0	0.0	0.0
?f  1290  ?a  ?b  304  ?f   => ?a  539  ?b	0.578947368	0.868421053	0.985074627	66	76	67	?a	0.0	0.0	0.0
?e  1290  ?a  ?e  539  ?b   => ?a  539  ?b	0.763157895	1	1	87	87	87	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  539  ?b   => ?a  539  ?b	0.780701754	1	1	89	89	89	?a	0.0	0.0	0.0
?a  1200  ?b  ?b  1214  ?a   => ?a  512  ?b	0.696476965	0.848184818	0.886206897	257	303	290	?a	0.0	0.0	0.0
?b  1214  ?a  ?b  598  ?a   => ?a  512  ?b	0.704607046	0.838709677	0.887372014	260	310	293	?a	0.0	0.0	0.0
?a  1200  ?b  ?b  441  ?a   => ?a  512  ?b	0.685636856	0.837748344	0.875432526	253	302	289	?a	0.0	0.0	0.0
?a  1200  ?b  ?b  598  ?a   => ?a  512  ?b	0.688346883	0.841059603	0.881944444	254	302	288	?a	0.0	0.0	0.0
?b  1209  ?a  ?b  598  ?a   => ?a  512  ?b	0.680216802	0.833887043	0.880701754	251	301	285	?a	0.0	0.0	0.0
?b  441  ?a  ?b  598  ?a   => ?a  512  ?b	0.685636856	0.843333333	0.887719298	253	300	285	?a	0.0	0.0	0.0
?a  1150  ?b  ?b  21  ?a   => ?a  1301  ?b	0.619500595	0.814698984	0.888320546	1042	1279	1173	?b	0.0	0.0	0.0
?b  1262  ?a  ?b  21  ?a   => ?a  1301  ?b	0.614744352	0.823248408	0.89137931	1034	1256	1160	?b	0.0	0.0	0.0
?f  1290  ?a  ?b  1290  ?f   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?a  1290  ?f  ?b  1290  ?f   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1285  ?f   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1285  ?f   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?b  1285  ?f  ?a  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1290  ?b  ?a  1290  ?f   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1285  ?f   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?a  1285  ?f  ?f  1290  ?b   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1290  ?a  ?e  1290  ?b   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1290  ?b   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1285  ?b   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?e  1285  ?b  ?e  1290  ?a   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1283  ?b  ?a  1290  ?f   => ?a  1283  ?b	0.779661017	1	1	138	138	138	?a	0.0	0.0	0.0
?f  1283  ?b  ?a  1285  ?f   => ?a  1283  ?b	0.672316384	1	1	119	119	119	?a	0.0	0.0	0.0
?e  1283  ?b  ?e  1290  ?a   => ?a  1283  ?b	0.779661017	1	1	138	138	138	?a	0.0	0.0	0.0
?e  1283  ?b  ?e  1285  ?a   => ?a  1283  ?b	0.672316384	1	1	119	119	119	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1290  ?a  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?a  1290  ?f  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1285  ?f   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1285  ?f   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?b  1285  ?f  ?a  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?a  1285  ?f  ?f  1290  ?b   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1285  ?f   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1290  ?b  ?a  1290  ?f   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1285  ?b   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?e  1285  ?b  ?e  1290  ?a   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1290  ?b   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1290  ?a  ?e  1290  ?b   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?a  1273  ?f  ?b  1290  ?f   => ?a  1273  ?b	0.630824373	1	1	176	176	176	?b	0.0	0.0	0.0
?a  1273  ?f  ?f  1290  ?b   => ?a  1273  ?b	0.630824373	1	1	176	176	176	?b	0.0	0.0	0.0
?a  1273  ?f  ?b  1285  ?f   => ?a  1273  ?b	0.605734767	1	1	169	169	169	?b	0.0	0.0	0.0
?a  1273  ?f  ?f  1285  ?b   => ?a  1273  ?b	0.605734767	1	1	169	169	169	?b	0.0	0.0	0.0
?f  1271  ?b  ?a  1285  ?f   => ?a  1271  ?b	0.690366972	1	1	301	301	301	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  479  ?f   => ?a  1271  ?b	0.584862385	0.801886792	0.958646617	255	318	266	?a	0.0	0.0	0.0
?a  1290  ?f  ?b  479  ?f   => ?a  1271  ?b	0.584862385	0.796875	0.965909091	255	320	264	?a	0.0	0.0	0.0
?e  1271  ?b  ?e  1290  ?a   => ?a  1271  ?b	0.690366972	1	1	301	301	301	?a	0.0	0.0	0.0
?e  1271  ?b  ?e  1285  ?a   => ?a  1271  ?b	0.690366972	1	1	301	301	301	?a	0.0	0.0	0.0
?e  1285  ?a  ?b  479  ?e   => ?a  1271  ?b	0.584862385	0.801886792	0.958646617	255	318	266	?a	0.0	0.0	0.0
?e  1290  ?a  ?b  479  ?e   => ?a  1271  ?b	0.584862385	0.796875	0.965909091	255	320	264	?a	0.0	0.0	0.0
?a  1262  ?b  ?b  1301  ?a   => ?a  21  ?b	0.618421053	0.809076682	0.881500426	1034	1278	1173	?a	0.0	0.0	0.0
?f  1260  ?b  ?a  1290  ?f   => ?a  1260  ?b	0.776081425	1	1	305	305	305	?a	0.0	0.0	0.0
?f  1260  ?b  ?a  1285  ?f   => ?a  1260  ?b	0.666666667	1	1	262	262	262	?a	0.0	0.0	0.0
?e  1260  ?b  ?e  1290  ?a   => ?a  1260  ?b	0.776081425	1	1	305	305	305	?a	0.0	0.0	0.0
?f  1258  ?b  ?a  1290  ?f   => ?a  1258  ?b	0.725490196	1	1	74	74	74	?a	0.0	0.0	0.0
?e  1260  ?b  ?e  1285  ?a   => ?a  1260  ?b	0.666666667	1	1	262	262	262	?a	0.0	0.0	0.0
?b  1054  ?f  ?a  1290  ?f   => ?a  1258  ?b	0.568627451	0.805555556	0.950819672	58	72	61	?a	0.0	0.0	0.0
?f  1258  ?b  ?a  1285  ?f   => ?a  1258  ?b	0.715686275	1	1	73	73	73	?a	0.0	0.0	0.0
?b  1054  ?f  ?a  1285  ?f   => ?a  1258  ?b	0.539215686	0.820895522	0.964912281	55	67	57	?a	0.0	0.0	0.0
?e  1258  ?b  ?e  1290  ?a   => ?a  1258  ?b	0.725490196	1	1	74	74	74	?a	0.0	0.0	0.0
