Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 170672 facts in 0.41 s using -78 MB
Using HeadCoverage as pruning metric with minimum threshold 0.75
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.75
Filtering on PCA confidence with minimum threshold 0.75
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  1075  ?a   => ?a  1210  ?b	0.82912844	0.836805556	0.888206388	723	864	814	?b	0.0	0.0	0.0
?b  1062  ?a   => ?a  427  ?b	0.86440678	0.803149606	0.816	102	127	125	?b	0.0	0.0	0.0
?b  494  ?a   => ?a  410  ?b	0.831775701	0.794642857	0.847619048	89	112	105	?a	0.0	0.0	0.0
?b  534  ?a   => ?a  429  ?b	0.813043478	0.834821429	0.912195122	187	224	205	?a	0.0	0.0	0.0
?b  1209  ?a   => ?a  1200  ?b	0.825613079	0.823369565	0.865714286	303	368	350	?a	0.0	0.0	0.0
?b  1214  ?a   => ?a  1200  ?b	0.825613079	0.81671159	0.868194842	303	371	349	?a	0.0	0.0	0.0
?b  598  ?a   => ?a  1200  ?b	0.822888283	0.825136612	0.875362319	302	366	345	?a	0.0	0.0	0.0
?a  512  ?b   => ?a  1200  ?b	0.833787466	0.829268293	0.874285714	306	369	350	?a	0.0	0.0	0.0
?a  1323  ?b   => ?a  1200  ?b	0.80653951	0.802168022	0.855491329	296	369	346	?a	0.0	0.0	0.0
?b  31  ?a   => ?a  999  ?b	0.863247863	0.795275591	0.971153846	101	127	104	?b	0.0	0.0	0.0
?b  454  ?a   => ?a  972  ?b	0.798076923	0.855670103	0.988095238	83	97	84	?b	0.0	0.0	0.0
?b  19  ?a   => ?a  19  ?b	0.813573883	0.813573883	0.820535037	7576	9312	9233	?b	0.0	0.0	0.0
?b  1239  ?a   => ?a  969  ?b	0.838095238	0.862745098	0.946236559	88	102	93	?b	0.0	0.0	0.0
?b  1218  ?a   => ?a  1218  ?b	0.815884477	0.815884477	0.837657524	1130	1385	1349	?b	0.0	0.0	0.0
?b  576  ?a   => ?a  406  ?b	0.874074074	0.887218045	0.921875	118	133	128	?b	0.0	0.0	0.0
?b  1251  ?a   => ?a  1201  ?b	0.822335025	0.801980198	0.895027624	162	202	181	?b	0.0	0.0	0.0
?e  1186  ?b  ?e  1216  ?a   => ?a  1186  ?b	0.836065574	1	1	204	204	204	?a	0.0	0.0	0.0
?a  1144  ?f  ?b  1216  ?f   => ?a  1144  ?b	0.8203125	1	1	210	210	210	?b	0.0	0.0	0.0
?f  1186  ?b  ?a  1216  ?f   => ?a  1186  ?b	0.836065574	1	1	204	204	204	?a	0.0	0.0	0.0
?a  1144  ?f  ?f  1216  ?b   => ?a  1144  ?b	0.8203125	1	1	210	210	210	?b	0.0	0.0	0.0
?b  1285  ?f  ?a  304  ?f   => ?a  304  ?b	0.769230769	1	1	80	80	80	?b	0.0	0.0	0.0
?e  1285  ?b  ?a  304  ?e   => ?a  304  ?b	0.769230769	1	1	80	80	80	?b	0.0	0.0	0.0
?e  1311  ?b  ?e  275  ?a   => ?a  1311  ?b	1	0.7799511	0.7799511	319	409	409	?b	0.0	0.0	0.0
?e  1311  ?b  ?a  275  ?e   => ?a  1311  ?b	1	0.77804878	0.77804878	319	410	410	?b	0.0	0.0	0.0
?a  1285  ?f  ?f  539  ?b   => ?a  539  ?b	0.780701754	1	1	89	89	89	?a	0.0	0.0	0.0
?a  1290  ?f  ?f  539  ?b   => ?a  539  ?b	0.763157895	1	1	87	87	87	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  539  ?b   => ?a  539  ?b	0.780701754	1	1	89	89	89	?a	0.0	0.0	0.0
?e  1290  ?a  ?e  539  ?b   => ?a  539  ?b	0.763157895	1	1	87	87	87	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1290  ?a  ?b  1290  ?f   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1285  ?f   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?b  1285  ?f  ?a  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1290  ?b  ?a  1290  ?f   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1285  ?f   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1290  ?f   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1290  ?b   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1290  ?a  ?e  1290  ?b   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?a  1285  ?e  ?e  1290  ?b   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1285  ?b   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?f  1283  ?b  ?a  1290  ?f   => ?a  1283  ?b	0.779661017	1	1	138	138	138	?a	0.0	0.0	0.0
?e  1285  ?b  ?e  1290  ?a   => ?a  1290  ?b	0.802521008	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1283  ?b  ?e  1290  ?a   => ?a  1283  ?b	0.779661017	1	1	138	138	138	?a	0.0	0.0	0.0
?e  1285  ?b  ?a  1285  ?e   => ?a  1290  ?b	0.802521008	0.817987152	1	382	467	382	?a	0.0	0.0	0.0
?a  1290  ?f  ?b  1290  ?f   => ?a  1290  ?b	1	1	1	476	476	476	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1290  ?a  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1285  ?f   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?a  1285  ?f  ?f  1290  ?b   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?a  1285  ?f  ?b  1285  ?f   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?f  1285  ?a  ?b  1285  ?f   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?b  1285  ?f  ?a  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1290  ?b   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1290  ?b  ?a  1290  ?e   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?f  1285  ?b  ?a  1290  ?f   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?e  1285  ?b  ?e  1290  ?a   => ?a  1285  ?b	0.817987152	1	1	382	382	382	?a	0.0	0.0	0.0
?a  1290  ?f  ?b  1290  ?f   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?e  1285  ?a  ?e  1285  ?b   => ?a  1285  ?b	1	1	1	467	467	467	?a	0.0	0.0	0.0
?e  1290  ?a  ?e  1290  ?b   => ?a  1285  ?b	0.817987152	0.802521008	1	382	476	382	?a	0.0	0.0	0.0
?f  1260  ?b  ?a  1290  ?f   => ?a  1260  ?b	0.776081425	1	1	305	305	305	?a	0.0	0.0	0.0
?e  1260  ?b  ?e  1290  ?a   => ?a  1260  ?b	0.776081425	1	1	305	305	305	?a	0.0	0.0	0.0
?f  1216  ?a  ?b  1216  ?f   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?a  1216  ?f  ?b  1216  ?f   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?f  1216  ?b  ?a  1216  ?f   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
?e  1216  ?a  ?e  1216  ?b   => ?a  1216  ?b	1	1	1	414	414	414	?a	0.0	0.0	0.0
Mining done in 2.65 s
Total time 3.06 s
288 rules mined.
